Longitude,Latitude,Serv_ID
-105.289,40.147,594
-105.287,40.136,597
-105.289,40.133,599
-105.286,40.136,600
-105.291,40.135,601
-105.288,40.288,603
-105.289,40.136,605
-105.261,40.630,606
-105.167,40.281,607
-105.286,40.136,608
-105.287,40.286,609
-105.285,40.137,610
-105.289,40.149,611
-105.285,40.645,612
-105.292,40.127,613
-105.285,40.304,614
-105.285,40.150,615
-105.291,40.130,616
-105.284,40.286,617
-105.284,40.293,618
-105.318,40.734,619
-105.286,40.136,620
-105.284,40.357,621
-105.292,40.126,622
-105.283,40.201,623
-105.226,40.137,624
-105.284,40.138,625
-105.291,40.128,627
-105.291,40.130,628
-105.291,40.138,629
-105.291,40.138,630
-105.282,40.623,631
-105.291,40.138,633
-105.291,40.139,634
-105.568,40.810,635
-105.290,40.126,639
-105.249,40.204,640
-105.290,40.129,641
-105.219,40.129,642
-105.198,40.435,643
-105.290,40.126,644
-105.257,40.127,646
-105.289,40.147,648
-105.289,40.140,649
-105.288,40.142,650
-105.289,40.133,651
-105.289,40.133,653
-105.291,40.141,654
-105.290,40.132,655
-105.290,40.141,656
-105.291,40.137,657
-105.288,40.273,658
-105.255,40.253,659
-105.257,40.271,660
-105.286,40.646,661
-105.286,40.649,663
-105.287,40.645,664
-105.254,40.517,665
-105.207,40.479,666
-105.258,40.218,667
-105.254,40.145,668
-105.225,40.129,669
-105.263,40.623,670
-105.256,40.144,671
-105.254,40.145,672
-105.257,40.631,674
-105.205,40.355,675
-105.267,40.145,677
-105.210,40.489,678
-105.283,40.133,680
-105.213,40.303,681
-105.257,40.145,684
-105.264,40.523,685
-105.208,40.102,688
-105.254,40.288,690
-105.179,40.441,692
-104.970,40.477,693
-105.207,40.149,694
-105.207,40.488,695
-104.892,40.440,697
-105.220,40.493,699
-105.233,40.554,700
-105.227,40.356,702
-105.222,40.152,703
-105.195,40.152,704
-105.194,40.592,705
-105.278,40.203,707
-105.208,40.161,708
-105.244,40.577,709
-105.234,40.528,710
-105.232,40.620,711
-105.212,40.523,713
-105.204,40.107,714
-105.204,40.155,715
-105.195,40.781,716
-105.203,40.296,717
-105.239,40.174,719
-105.202,40.483,720
-105.203,40.157,723
-105.206,40.107,724
-105.210,40.355,725
-105.205,40.354,727
-105.278,40.362,728
-105.203,40.158,730
-105.199,40.298,731
-105.206,40.478,732
-105.205,40.171,733
-105.186,40.598,735
-105.202,40.158,736
-105.203,40.102,737
-105.270,40.624,738
-105.274,40.368,739
-105.211,40.099,740
-105.214,40.113,741
-105.208,40.160,742
-105.203,40.160,743
-105.207,40.124,744
-105.245,40.508,745
-105.211,40.160,746
-105.211,40.160,747
-105.268,40.635,748
-105.241,40.550,749
-105.242,40.374,750
-105.203,40.108,751
-105.210,40.160,752
-105.205,40.161,753
-104.773,40.636,754
-105.203,40.463,755
-105.204,40.106,756
-105.210,40.284,758
-105.203,40.465,760
-105.207,40.171,761
-105.207,40.160,762
-105.203,40.162,763
-105.208,40.102,764
-105.208,40.092,765
-105.218,40.615,766
-105.211,40.162,767
-105.208,40.482,768
-105.208,40.468,769
-105.202,40.392,770
-105.210,40.164,771
-105.209,40.162,772
-105.210,40.163,773
-105.210,40.164,774
-105.206,40.293,775
-105.205,40.477,776
-105.205,40.455,778
-105.208,40.162,779
-105.202,40.164,780
-105.208,40.164,781
-105.207,40.459,782
-105.210,40.161,783
-105.209,40.164,784
-105.208,40.364,785
-105.210,40.356,786
-105.209,40.164,787
-105.191,40.505,788
-105.244,40.118,789
-105.194,40.405,790
-105.267,40.145,791
-105.200,40.295,792
-105.202,40.166,793
-105.201,40.482,794
-105.265,40.515,795
-105.240,40.537,797
-105.205,40.362,798
-105.202,40.313,799
-105.206,40.347,800
-105.202,40.169,801
-105.293,40.127,802
-105.197,40.589,803
-105.198,40.592,804
-105.202,40.170,805
-105.233,40.170,806
-105.208,40.363,807
-104.622,40.276,808
-105.204,40.107,809
-105.211,40.162,810
-105.210,40.170,811
-105.210,40.170,812
-105.232,40.171,813
-105.240,40.103,815
-105.226,40.366,816
-105.206,40.356,818
-105.205,40.109,819
-105.240,40.111,820
-105.201,40.481,821
-105.238,40.174,822
-105.237,40.382,823
-105.239,40.528,825
-105.237,40.531,826
-105.218,40.174,827
-105.223,40.498,828
-105.217,40.174,829
-105.218,40.130,830
-105.215,40.113,831
-105.187,40.596,833
-105.189,40.320,834
-105.231,40.174,835
-105.189,40.506,837
-105.221,40.175,839
-105.235,40.120,840
-105.249,40.113,841
-105.200,40.775,843
-105.204,40.185,844
-105.200,40.727,845
-105.199,40.390,846
-105.198,40.437,847
-105.197,40.435,848
-105.198,40.174,849
-105.198,40.367,850
-105.243,40.581,851
-105.096,40.620,853
-105.199,40.104,854
-105.202,40.107,855
-105.222,40.128,856
-105.201,40.301,857
-105.199,40.390,858
-105.254,40.178,859
-105.226,40.176,860
-105.199,40.178,861
-105.194,40.393,862
-105.200,40.393,863
-105.199,40.178,864
-105.243,40.535,865
-105.201,40.451,866
-105.198,40.485,867
-105.197,40.438,868
-105.216,40.105,869
-105.211,40.104,870
-105.188,40.221,871
-105.221,40.129,873
-105.221,40.128,874
-105.257,40.140,875
-105.204,40.171,876
-105.259,40.120,877
-105.253,40.247,878
-105.250,40.243,879
-105.234,40.547,880
-105.226,40.304,881
-105.227,40.129,885
-105.227,40.358,886
-105.254,40.193,893
-105.254,40.193,895
-105.262,40.121,896
-105.250,40.241,897
-105.280,40.648,898
-105.281,40.201,900
-105.293,40.125,901
-105.272,40.611,902
-105.279,40.202,903
-105.278,40.204,907
-105.272,40.203,908
-105.300,40.296,909
-105.180,40.423,911
-105.084,40.639,913
-105.077,40.868,914
-105.079,40.858,915
-105.057,40.734,920
-105.276,40.113,921
-105.083,40.231,922
-105.275,40.206,924
-105.314,40.241,925
-105.250,40.148,926
-105.251,40.186,928
-105.296,40.306,929
-105.276,40.206,930
-105.063,40.353,931
-105.060,40.688,932
-105.063,40.205,933
-105.068,40.205,934
-105.058,40.687,935
-105.061,40.355,936
-105.060,40.282,937
-105.131,40.233,938
-105.059,40.766,939
-105.065,40.470,940
-105.271,40.609,941
-105.275,40.286,942
-105.275,40.207,943
-105.059,40.240,944
-105.061,40.358,945
-105.063,40.296,946
-105.062,40.349,947
-105.277,40.147,948
-105.274,40.208,949
-105.273,40.611,951
-105.275,40.207,952
-105.272,40.208,953
-105.062,40.664,954
-105.060,40.668,955
-105.056,40.207,956
-105.026,40.459,957
-105.291,40.283,958
-105.056,40.211,959
-105.061,40.208,960
-105.061,40.480,961
-105.338,40.230,962
-105.057,40.756,963
-105.062,40.208,964
-105.059,40.347,965
-105.055,40.277,966
-105.174,40.287,968
-105.287,40.113,969
-105.285,40.137,970
-105.055,40.326,971
-105.059,40.357,973
-105.168,40.487,974
-105.053,40.637,975
-105.099,40.625,977
-105.272,40.212,980
-105.281,40.618,981
-105.277,40.213,982
-105.273,40.122,984
-105.063,40.298,986
-105.065,40.320,987
-105.055,40.312,988
-105.276,40.129,989
-105.073,40.264,991
-105.103,40.214,992
-105.272,40.603,993
-105.275,40.208,994
-105.101,40.358,995
-105.085,40.622,996
-105.272,40.207,997
-105.269,40.125,998
-105.280,40.612,1000
-105.268,40.602,1002
-105.056,40.341,1003
-105.274,40.137,1004
-105.060,40.359,1005
-105.257,40.631,1008
-105.379,40.236,1009
-105.056,40.215,1010
-105.271,40.623,1011
-105.071,40.484,1012
-105.274,40.217,1016
-105.274,40.617,1017
-105.271,40.612,1018
-105.272,40.217,1019
-105.054,40.262,1020
-105.026,40.459,1021
-105.275,40.115,1022
-105.257,40.264,1025
-105.272,40.219,1026
-105.056,40.217,1027
-105.272,40.142,1028
-105.258,40.131,1029
-105.060,40.223,1030
-105.057,40.334,1031
-105.148,40.380,1034
-105.144,40.319,1035
-105.177,40.517,1036
-105.268,40.532,1039
-105.076,40.756,1041
-105.066,40.637,1043
-105.270,40.637,1044
-105.129,40.292,1045
-105.146,40.222,1047
-105.280,40.250,1050
-105.149,40.278,1051
-105.176,40.436,1052
-105.177,40.489,1055
-105.083,40.497,1056
-105.149,40.344,1057
-105.144,40.310,1059
-105.143,40.378,1060
-105.188,40.594,1061
-105.144,40.332,1062
-105.083,40.498,1065
-105.370,40.223,1066
-105.146,40.361,1067
-104.945,40.426,1068
-105.056,40.221,1069
-105.083,40.503,1070
-105.374,40.231,1071
-105.145,40.344,1072
-105.143,40.305,1073
-105.084,40.296,1074
-105.183,40.337,1075
-105.083,40.611,1076
-105.131,40.281,1077
-105.084,40.295,1078
-105.150,40.225,1079
-105.102,40.233,1080
-105.082,40.504,1081
-105.083,40.498,1082
-105.130,40.529,1083
-105.080,40.615,1084
-105.105,40.346,1085
-105.177,40.414,1086
-105.083,40.495,1087
-105.150,40.227,1088
-105.149,40.381,1089
-105.129,40.523,1090
-105.176,40.518,1092
-105.130,40.320,1093
-105.150,40.301,1095
-105.080,40.614,1096
-105.171,40.440,1097
-105.151,40.242,1098
-105.130,40.388,1099
-105.171,40.133,1101
-105.084,40.294,1102
-105.150,40.326,1103
-105.172,40.284,1104
-105.131,40.288,1105
-105.173,40.520,1106
-105.130,40.529,1107
-105.295,40.124,1108
-105.080,40.503,1109
-105.092,40.791,1110
-105.080,40.772,1112
-105.168,40.517,1113
-105.101,40.272,1115
-105.137,40.695,1118
-105.083,40.510,1119
-105.099,40.625,1120
-105.082,40.610,1121
-105.164,40.421,1122
-105.161,40.381,1123
-105.138,40.468,1124
-105.166,40.360,1125
-105.160,40.336,1126
-105.131,40.232,1127
-105.160,40.400,1128
-105.131,40.313,1129
-105.107,40.535,1130
-105.323,40.237,1131
-105.133,40.702,1132
-105.165,40.376,1133
-105.321,40.233,1134
-105.127,40.518,1135
-105.101,40.357,1136
-105.324,40.267,1137
-105.172,40.233,1139
-105.172,40.233,1140
-105.160,40.383,1142
-105.324,40.270,1143
-105.154,40.264,1144
-105.322,40.272,1146
-105.133,40.240,1147
-105.145,40.259,1148
-105.379,40.237,1150
-104.964,40.423,1151
-105.158,40.698,1153
-105.159,40.282,1154
-105.109,40.274,1155
-105.323,40.237,1156
-105.128,40.530,1159
-105.159,40.317,1160
-105.110,40.378,1161
-105.132,40.310,1162
-105.160,40.380,1163
-105.161,40.538,1164
-105.335,40.266,1166
-105.102,40.344,1167
-105.161,40.236,1168
-105.103,40.314,1169
-105.162,40.314,1172
-105.160,40.310,1173
-105.101,40.343,1175
-105.158,40.392,1179
-105.319,40.265,1180
-105.317,40.266,1183
-105.317,40.267,1184
-105.317,40.239,1185
-105.105,40.312,1186
-105.064,40.688,1187
-105.317,40.571,1188
-105.064,40.629,1189
-105.315,40.240,1190
-105.314,40.269,1191
-105.080,40.865,1192
-105.075,40.494,1193
-105.076,40.811,1194
-105.159,40.541,1196
-105.072,40.494,1199
-105.315,40.270,1201
-105.101,40.344,1203
-105.313,40.241,1204
-105.314,40.241,1205
-105.087,40.451,1208
-105.082,40.504,1209
-105.313,40.243,1210
-105.270,40.609,1211
-105.101,40.344,1213
-105.312,40.266,1218
-105.313,40.242,1219
-105.314,40.402,1220
-105.313,40.380,1221
-105.081,40.645,1222
-105.137,40.362,1223
-105.136,40.378,1224
-105.082,40.497,1225
-105.309,40.461,1227
-105.309,40.309,1228
-105.311,40.244,1229
-105.310,40.466,1230
-105.310,40.245,1232
-105.140,40.383,1233
-105.133,40.354,1234
-105.115,40.632,1235
-105.167,40.396,1236
-105.153,40.315,1237
-105.135,40.375,1239
-105.305,40.247,1241
-105.139,40.292,1244
-105.151,40.379,1245
-105.310,40.245,1246
-105.130,40.247,1248
-105.082,40.504,1250
-105.090,40.509,1251
-105.110,40.378,1252
-105.272,40.637,1253
-105.309,40.248,1255
-105.291,40.258,1256
-105.307,40.272,1257
-105.291,40.249,1258
-105.310,40.245,1259
-105.137,40.362,1260
-105.280,40.541,1261
-105.342,40.254,1263
-105.101,40.357,1264
-105.134,40.304,1268
-105.130,40.831,1269
-105.136,40.448,1270
-105.102,40.356,1271
-105.158,40.327,1272
-105.054,40.255,1273
-105.290,40.285,1274
-105.104,40.312,1275
-105.164,40.277,1279
-105.276,40.624,1286
-105.163,40.288,1290
-105.431,40.256,1292
-105.241,40.256,1295
-105.273,40.533,1296
-105.132,40.290,1297
-105.230,40.256,1298
-105.105,40.345,1302
-105.103,40.310,1303
-105.277,40.147,1307
-105.246,40.629,1308
-105.161,40.234,1316
-105.156,40.261,1318
-105.235,40.115,1320
-105.160,40.277,1321
-105.173,40.520,1325
-105.241,40.102,1329
-105.298,40.302,1335
-105.133,40.369,1336
-105.073,40.629,1341
-105.109,40.644,1343
-105.101,40.360,1345
-105.422,40.261,1349
-105.158,40.518,1350
-105.155,40.505,1351
-105.073,40.633,1359
-105.071,40.620,1360
-105.161,40.537,1364
-105.158,40.316,1367
-105.288,40.373,1372
-105.272,40.639,1374
-105.249,40.299,1376
-105.160,40.310,1377
-105.057,40.746,1378
-105.245,40.537,1380
-105.326,40.270,1383
-105.164,40.262,1386
-105.053,40.470,1388
-105.338,40.263,1392
-105.066,40.638,1393
-105.106,40.364,1397
-105.105,40.262,1398
-105.104,40.262,1399
-105.110,40.798,1401
-105.107,40.361,1403
-105.160,40.382,1406
-105.268,40.263,1407
-105.241,40.636,1408
-105.242,40.534,1409
-105.110,40.274,1411
-105.289,40.292,1412
-105.069,40.472,1413
-105.332,40.232,1418
-105.163,40.263,1419
-105.066,40.478,1420
-105.163,40.528,1421
-105.103,40.686,1425
-105.130,40.529,1426
-105.105,40.346,1427
-105.164,40.530,1431
-105.159,40.263,1432
-105.107,40.277,1433
-105.309,40.270,1437
-105.288,40.290,1439
-105.109,40.271,1440
-105.163,40.263,1444
-105.071,40.614,1446
-105.304,40.277,1447
-105.290,40.292,1449
-105.163,40.264,1455
-105.107,40.772,1456
-105.160,40.370,1458
-105.109,40.535,1459
-105.068,40.479,1460
-105.150,40.307,1461
-105.298,40.267,1462
-105.163,40.391,1463
-105.296,40.276,1466
-105.072,40.354,1468
-105.331,40.234,1469
-105.063,40.769,1471
-105.302,40.273,1475
-105.318,40.268,1479
-105.066,40.477,1481
-105.336,40.267,1483
-105.329,40.445,1484
-105.163,40.362,1485
-105.294,40.274,1486
-105.071,40.514,1487
-105.187,40.599,1488
-105.159,40.540,1489
-105.072,40.494,1490
-105.243,40.560,1491
-105.108,40.494,1492
-105.103,40.236,1493
-105.159,40.539,1496
-105.336,40.275,1499
-105.101,40.625,1501
-105.110,40.324,1503
-105.066,40.639,1511
-105.359,40.282,1512
-105.167,40.130,1513
-105.035,40.693,1514
-105.325,40.273,1516
-105.168,40.125,1523
-105.065,40.470,1524
-105.109,40.291,1526
-104.566,40.322,1527
-105.109,40.267,1528
-105.298,40.314,1532
-105.291,40.271,1534
-105.111,40.267,1535
-105.106,40.654,1548
-105.108,40.275,1549
-105.104,40.310,1550
-105.103,40.698,1552
-105.293,40.305,1554
-105.164,40.266,1556
-105.166,40.516,1558
-105.056,40.268,1559
-105.065,40.470,1561
-105.293,40.267,1563
-105.296,40.265,1569
-105.163,40.659,1573
-105.103,40.270,1574
-105.108,40.268,1577
-105.123,40.537,1578
-105.109,40.266,1580
-105.108,40.537,1582
-105.106,40.495,1583
-105.102,40.686,1584
-104.906,40.500,1585
-105.066,40.472,1589
-105.064,40.478,1590
-105.295,40.278,1592
-105.163,40.350,1593
-105.326,40.257,1597
-105.132,40.269,1598
-105.295,40.269,1604
-105.154,40.505,1606
-105.106,40.325,1609
-105.087,40.733,1612
-105.066,40.269,1615
-105.038,40.312,1616
-105.033,40.594,1617
-105.111,40.269,1618
-105.109,40.532,1619
-105.053,40.235,1620
-105.106,40.494,1621
-105.101,40.345,1622
-105.084,40.269,1625
-105.165,40.522,1627
-105.162,40.651,1628
-105.149,40.443,1629
-105.299,40.277,1630
-105.131,40.522,1634
-105.110,40.719,1635
-105.090,40.270,1636
-105.310,40.277,1641
-105.172,40.780,1642
-105.106,40.345,1643
-105.098,40.625,1647
-105.099,40.345,1648
-105.099,40.343,1649
-105.096,40.731,1650
-105.098,40.308,1651
-105.096,40.345,1652
-105.093,40.625,1653
-105.164,40.268,1656
-105.109,40.275,1659
-105.102,40.314,1660
-105.101,40.270,1661
-105.103,40.686,1662
-105.096,40.355,1663
-105.096,40.345,1664
-105.110,40.270,1665
-105.107,40.532,1666
-105.105,40.359,1667
-105.094,40.355,1668
-105.080,40.616,1669
-105.091,40.641,1670
-105.431,40.257,1671
-105.229,40.536,1673
-105.109,40.720,1674
